Non mi sento molto bene, la mia frequenza cardiaca è più alta del solito.	pazienAllarmato
Vorrei vedere le letture della pressione che ho registrato nell’ultima settimana.	richiestaStatsPressSett
Mi sento bene e infatti le misurazioni lo confermano	pazienteSereno
Ho appena finito di fare una corsa, sono pieno di energie.	fuoriCont
Che libro stai leggendo al momento?	FuoriCont
78 125	inserDatiPress
Ho avuto un po’ di vertigini oggi, potrebbe essere legato alla mia pressione sanguigna?	pazienAllarmato
Dammi il grafico con andamento di pressione arteriosa nell'ultima settimana	richiestaStatsPressSett
Desidero aggiornare il mio registro con le nuove misurazioni della pressione sanguigna.	richiestaInsDati
Buongiorno, assistente! Spero che tu sia pronto ad aiutarmi a gestire la mia ipertensione oggi.	saluti
 misurazioni della pressione sanguigna dell’ultima settimana in un grafico	richiestaStatsPressSett
Quali cambiamenti nello stile di vita posso fare per gestire l’ipertensione?	spiegazioni
Buongiorno, tutto bene?	saluti
Buonanotte, è bello fare affidamento su di te	saluti
Salve, come puoi aiutarmi?	saluti
Potresti aggiungere le mie recenti letture della pressione arteriosa al mio profilo?	richiestaInsDati
Ho un forte dolore al collo.	fuoriContMed
Mi piacerebbe controllare tutte le misurazioni che ho registrato.	richiestaStatsGenerTotale
Mi si è rotta l'auto, cosa posso fare?	fuoriCont
Vorrei tracciare le mie recenti misurazioni della pressione arteriosa.	richiestaInsDati
Sentence	Label
Potrei controllare tutte le misurazioni della pressione che ho registrato?	richiestaStatsPressTot
Desidero visualizzare tutti i miei dati sulla pressione.	richiestaStatsPressTot
La mia pressione oggi è 120/80.	inserDatiPress
Ho seguito il tuo consiglio e mi sento molto meglio, la mia pressione sanguigna è migliorata.	pazienteSereno
Forniscimi i dati della pressione sanguigna?	richiestaStatsPressTot
Ho bisogno di inserire i miei ultimi valori di pressione arteriosa.	richiestaInsDati
Potresti mostrarmi tutte le mie misurazioni della frequenza cardiaca?	richiestaStatsFreqTot
Vorrei vedere le letture della pressione che ho registrato nell’ultimo mese.	richiestaStatsPressMens
Potrei vedere le ultime misurazioni che ho registrato?	richiestaStatsGenerRece
Buongiorno, mi annoio	saluti
Vorrei rivedere tutti i dati sulla pressione che ho inserito.	richiestaStatsPressTot
Sono Sara e ho 15 anni 	inserDatiGener
Hai mai pensato di fare un viaggio in mongolfiera?	FuoriCont
Vorrei rivedere le letture che ho inserito nelle 4 settimane precedenti.	richiestaStatsGenerMens
La mia ultima lettura della pressione sanguigna era di 130/85 mmHg.	inserDatiPress
Alla prossima, assistente! Non vedo l’ora di continuare a lavorare con te sulla mia ipertensione.	saluti
Ho appena misurato la mia pressione sanguigna e la frequenza cardiaca, i valori sono 120/80 mmHg e 72 bpm.	inserDatiTot
Qual è il tuo piatto italiano preferito?	FuoriCont
Vorrei vedere le misurazioni più recenti che ho registrato.	richiestaStatsGenerRece
L'ipertensione ha conseguenze sui polmoni?	spiegazioni
Vorrei rivedere i dati sulla pressione che ho inserito nell’ultimo mese.	richiestaStatsPressMens
Ho avuto una settimana molto tranquilla e la mia pressione sanguigna è rimasta stabile.	pazienteSereno
Desidero consultare la mia ultima lettura del battito cardiaco.	richiestaStatsFreqRece
Vorrei registrare i miei ultimi dati sulla pressione sanguigna.	richiestaInsDati
Vorrei dare un’occhiata alle ultime letture della frequenza cardiaca che ho inserito nell’ultimo mese.	richiestaStatsFreqMens
Vorrei i dati dell’ultima settimana	richiestaStatsGenerSett
Sono un po’ preoccupato, la mia pressione sanguigna è stata instabile ultimamente.	pazienAllarmato
Ho 50 anni e non bevo alcol.	inserDatiGener
Potresti mostrarmi con un immagine le misurazioni della frequenza cardiaca dell’ultima settimana?	richiestaStatsFreqSett
Potresti mostrarmi tutti i miei dati?	richiestaStatsGenerTotale
Quali sono i dati delle ultime quattro settimane?	richiestaStatsGenerMens
Desidero consultare le mie letture della frequenza cardiaca delle ultime quattro settimane.	richiestaStatsFreqMens
Qual è il tuo periodo storico preferito?	FuoriCont
Vorrei vedere tutte le letture della frequenza cardiaca che ho registrato.	richiestaStatsFreqTot
Non ricordo la traccia dei dati nell'ultimo mese	richiestaStatsGenerMens
Desidero visualizzare le mie letture dell’ultimo mese.	richiestaStatsGenerMens
Mi piacerebbe esaminare i dati più recenti che ho registrato.	richiestaStatsGenerRece
ultima misurazione della pressione arteriosa	richiestaStatsPressRece
Qual è un buon stile di vita che abbassa il rischio di sviluppare ipertensione?	spiegazioni
Buon pomeriggio, assistente! Spero che tu possa aiutarmi a monitorare la mia ipertensione.	saluti
Qual è la mia ultima statistica registrata?	richiestaStatsGenerRece
La mia frequenza cardiaca oggi è ...bpm.	inserDatiFreq
Voglio un riassunto di tutte le mie statistiche?	richiestaStatsGenerTotale
Dammi i dati della frequenza cardiaca nell’ultimo mese	richiestaStatsFreqMens
Come posso prevenire l’ipertensione?	spiegazioni
Dammi i dati dell'ultimo mese 	richiestaStatsGenerMens
Ho notato un cambiamento nel mio appetito.	fuoriContMed
Vorrei vedere le letture più recenti della pressione che ho registrato.	richiestaStatsPressRece
Sto cercando di limitare la caffeina per evitare picchi di pressione sanguigna.	inserDatiGener
Desidero visualizzare i miei dati più recenti.	richiestaStatsGenerRece
Potresti mostrarmi le mie ultime misurazioni della pressione?	richiestaStatsPressRece
Ho tutti i dolori del mondo	fuoriContMed
Addio, assistente! Grazie per avermi fornito informazioni preziose sulla mia ipertensione.	saluti
Ho bisogno di documentare le mie ultime letture della pressione sanguigna.	richiestaInsDati
Desidero consultare tutte le mie letture della pressione.	richiestaStatsPressTot
Quali sono le mie statistiche dell’ultimo mese?	richiestaStatsGenerMens
Qual è stata l'ultima misurazione sulla frequenza cardiaca?	richiestaStatsfreqRece
Come curo la botta presa alla schiena?	fuoriContMed
Come l’ipertensione può influenzare la mia vita quotidiana?	spiegazioni
Ricordami l'ultima misurazione inserita sulla pressione?	richiestaStatsPressRece
Ciao, assistente! Spero che tu possa darmi qualche consiglio utile per la mia ipertensione oggi.	saluti
Vorrei rivedere l’ultimo dato sulla frequenza che ho inserito.	richiestaStatsFreqRece
Qual è il tuo sport preferito?	FuoriCont
Ho avuto mal di testa frequenti.	fuoriContMed
Avendo sotto controllo i miei dati mi sento inarrestabile.	pazienteSereno
Buonanotte, assistente! Grazie per avermi aiutato a capire meglio la mia ipertensione.	saluti
Mostra in un grafico le misurazioni della frequenza cardiaca dell’ultimo mese	richiestaStatsFreqMens
Mi sento in forma, ho fatto esercizio fisico regolarmente questa settimana.	pazienteSereno
Ho appena fatto una lettura e la mia pressione sanguigna e frequenza cardiaca sono di 125/80 mmHg e 72 bpm.	inserDatiTot
La mia ultima misurazione mostra una frequenza cardiaca di 70 bpm.	inserDatiFreq
Il mio amico sta male	fuoriContMed
Vorrei vedere l’ultima lettura della frequenza che ho registrato.	richiestaStatsFreqRece
Sto cercando di dormire almeno 8 ore a notte per mantenere la mia pressione sanguigna sotto controllo.	inserDatiGener
Mi piacerebbe esaminare tutti i dati sulla frequenza  che ho registrato.	richiestaStatsFreqTot
Ho accompagnato i miei figli a scuola.	fuoriCont
Qual è la mia ultima misurazione visualizzata in un grafico?	richiestaStatsGenerRece
Quali esami diagnostici dovrei fare per valutare il mio stato di salute associato all'ipertensione?	spiegazioni
Misurazioni della pressione dell’ultimo mese?	richiestaStatsPressMens
Potrei controllare le ultime misurazioni della pressione che ho registrato?	richiestaStatsPressRece
Desidero consultare tutte le mie letture della frequenza cardiaca.	richiestaStatsFreqTot
Fammi il resoconto dell'ultima settimana	richiestaStatsGenerSett
Quali sono le mie statistiche relative all’ultimo mese?	richiestaStatsGenerMens
Potresti mostrarmi le mie misurazioni della frequenza cardiaca dell’ultima settimana?	richiestaStatsFreqSett
Desidero visualizzare i miei dati più recenti sulla pressione.	richiestaStatsPressRece
Quali sono le cause principali dell’ipertensione?	spiegazioni
Ho registrato un valore di pressione sanguigna e frequenza cardiaca di 140/90 mmHg e 75 bpm oggi.	inserDatiTot
Potresti spiegarmi cosa significa avere la pressione alta?	spiegazioni
Ho male alla gamba	fuoriContMed
La mia pressione sanguigna e frequenza cardiaca più recenti sono di 120/70 mmHg e 71 bpm.	inserDatiTot
La mia ultima lettura della frequenza cardiaca era di 68 bpm.	inserDatiFreq
Vorrei dare un’occhiata a tutte le letture che ho inserito.	richiestaStatsGenerTotale
Potresti mostrarmi le mie misurazioni della pressione dell’ultima settimana?	richiestaStatsPressSett
La mia pressione sanguigna attuale è di 140/85 mmHg.	inserDatiPress
Dammi le mie misurazioni della pressione sanguigna dell’ultimo mese in un grafico	richiestaStatsPressMens
Mi piacerebbe controllare le ultime letture del battito cardiaco che ho registrato nell’ultima settimana.	richiestaStatsFreqSett
Mi piacerebbe controllare tutte le letture della frequenza cardiaca che ho registrato.	richiestaStatsFreqTot
Mi sento molto debole, cosa mi consigli?	pazienAllarmato
Dammi le misurazioni della settimana in un grafico	richiestaStatsGenerSett
La mia frequenza cardiaca oggi è 75 bpm.	inserDatiFreq
Potresti mostrarmi le mie misurazioni della pressione dell’ultimo mese?	richiestaStatsPressMens
mostrami le statistiche sulla frequenza 	richiestaStatsFreqTot
Ho fatto un incidente da giovane.	inserDatiGener
Potresti aiutarmi a registrare le mie nuove letture della pressione sanguigna?	richiestaInsDati
Potresti mostrarmi le mie misurazioni della pressione sanguigna dell’ultima settimana?	richiestaStatsPressSett
Mi piacerebbe controllare le ultime letture della pressione che ho registrato nell’ultimo mese.	richiestaStatsPressMens
 ultima misurazione della frequenza cardiaca	richiestaStatsFreqRece
Mostrami con un immagine i valori sulla mia pressione?	richiestaStatsPressTot
Quali sono stati i valori sulla frequenza cardiaca nell'ultimo mese	richiestaStatsFreqMens
Potrei controllare le ultime misurazioni della frequenza cardiaca che ho registrato nell’ultimo mese?	richiestaStatsFreqMens
La mia frequenza cardiaca è di 70 bpm, secondo l’ultima misurazione.	inserDatiFreq
Mi piacerebbe esaminare i dati registrati negli ultimi 7 giorni	richiestaStatsGenerSett
Potrei vedere le ultime misurazioni della pressione che ho registrato nell’ultima settimana?	richiestaStatsPressSett
Buonasera, assistente! Spero che tu possa aiutarmi a capire meglio la mia ipertensione.	saluti
Vorrei dare un’occhiata alle ultime letture della pressione che ho inserito nell’ultima settimana.	richiestaStatsPressSett
Voglio annotare le mie recenti letture della pressione sanguigna.	richiestaInsDati
Forniscimi tutte le mie misurazioni in un grafico?	richiestaStatsGenerTotale
Non ricordo le statistiche degli ultimi sette giorni 	richiestaStatsGenerSett
Hai visto l’ultimo film di Christopher Nolan?	FuoriCont
Qual è il dato più recente	richiestaStatsGenerRece
La mia pressione oggi è .../...	inserDatiPress
La mia pressione sanguigna più recente è di 120/70 mmHg.	inserDatiPress
La mia ultima misurazione mostra una pressione sanguigna di 135/85 mmHg.	inserDatiPress
Qual è la mia ultima misurazione della pressione?	richiestaStatsPressRece
Ho fatto le analisi del sangue e ho il valore X fuori range	fuoriContMed
Bevo alcol solo con moderazione per evitare picchi di pressione sanguigna.	inserDatiGener
Si è rotto il ginocchio	fuoriContMed
Come viene diagnosticata l’ipertensione?	spiegazioni
Desidero visualizzare i miei dati sulla pressione dell’ultima settimana.	richiestaStatsPressSett
Ho appena controllato e la mia pressione sanguigna è di 130/75 mmHg.	inserDatiPress
Mostra tutte le mie misurazioni tramite un grafico?	richiestaStatsGenerTotale
Vorrei dare un’occhiata a tutte le letture della pressione che ho inserito.	richiestaStatsPressTot
Mi piacerebbe esaminare tutti i dati sulla pressione che ho registrato.	richiestaStatsPressTot
Sto cercando di consumare più frutta e verdura per mantenere una dieta equilibrata.	inserDatiGener
Ho notato che la mia frequenza è di 73 bpm.	inserDatiFreq
Sto cercando di mantenere un peso sano per ridurre il rischio di ipertensione.	inserDatiGener
Mostrami tutte le mie misurazioni della pressione arteriosa?	richiestaStatsPressTot
La mia frequenza cardiaca più recente è di 71 bpm.	inserDatiFreq
La mia ultima misurazione mostra una pressione sanguigna e frequenza cardiaca di 135/85 mmHg e 70 bpm.	inserDatiTot
Mi sento un po’ stanco e ho notato che la mia pressione sanguigna è più alta del solito.	pazienAllarmato
Vorrei rivedere i dati sulla pressione che ho inserito negli ultimi sette giorni.	richiestaStatsPressSett
Ho notato che la mia pressione sanguigna e frequenza cardiaca sono di 135/80 mmHg e 73 bpm.	inserDatiTot
Sei stato molto preciso	saluti
Ho notato un cambiamento nel mio peso.	fuoriContMed
Ho notato che la mia frequenza cardiaca è molto bassa, è normale?	pazienAllarmato
Hai mai provato a dipingere?	FuoriCont
La mia pressione stamattina era alta	pazienAllarmato
Mi piacerebbe controllare i dati registrati nell’ultimo mese.	richiestaStatsGenerMens
Quando sono a rischio ipertensione?	spiegazioni
Desidero consultare le mie letture della pressione dell’ultima settimana.	richiestaStatsPressSett
Se ho un paziente iperteso, aumenta molto il mio rischio di sviluppare ipertensione?	spiegazioni
Mi ricordi l'ultima misurazione fatta sulla frequenza 	richiestaStatsFreqRece
Potrei controllare le ultime misurazioni della frequenza cardiaca che ho registrato negli ultimi sette giorni?	richiestaStatsFreqSett
Qual è l'andamento delle misurazioni sulla pressione?	richiestaStatsPressTot
Che tipo di musica ti piace ascoltare?	FuoriCont
Dammi il grafico con andamento di pressione arteriosa nell'ultimo mese	richiestaStatsPressMens
Quali sono le mie misurazioni della pressione dell’ultimo mese?	richiestaStatsPressMens
Vorrei rivedere le letture che ho inserito nell’ultima settimana.	richiestaStatsGenerSett
Potrei controllare l’ultima misurazione della frequenza cardiaca che ho registrato?	richiestaStatsFreqRece
Dammi le mie misurazioni sulla pressione dell’ultima settimana?	richiestaStatsPressSett
Sono pieno di energie	pazienteSereno
Mi piacerebbe controllare le ultime letture che ho registrato.	richiestaStatsGenerRece
Mi piacerebbe esaminare i dati più recenti sulla pressione che ho registrato.	richiestaStatsPressRece
Potresti mostrarmi tutte le mie misurazioni della frequenza cardiaca?	richiestaStatsFreqTot
Rappresenta le misurazioni della pressione arteriosa dell’ultimo mese con un immagine	richiestaStatsPressMens
Oggi mi sento molto rilassato grazie. 	pazienteSereno
Vorrei rivedere tutti i dati sulla frequenza  che ho inserito.	richiestaStatsFreqTot
Potresti mostrarmi le mie letture dell’ultima settimana?	richiestaStatsGenerSett
La mia pressione oggi è A su B e la mia frequenza cardiaca è X bpm.	inserDatiTot
La mia pressione sanguigna è di 125/75 mmHg, secondo l’ultima misurazione.	inserDatiPress
Mi sento un po’ debole e la mia pressione sanguigna è alta, dovrei andare al pronto soccorso?	pazienAllarmato
Mi piacerebbe esaminare i dati sulla pressione che ho registrato negli ultimi 7 giorni.	richiestaStatsPressSett
mostrarmi le misurazioni della frequenza cardiaca degli ultimi sette giorni	richiestaStatsFreqSett
Una volta a settimana mangio la pizza	fuoriCont
Potrei vedere l’ultima misurazione del ritmo cardiaco che ho registrato?	richiestaStatsFreqRece
Mi piacerebbe controllare le ultime letture della pressione che ho registrato nell’ultima settimana.	richiestaStatsPressSett
Ho iniziato a seguire una dieta a basso contenuto di sale per aiutare a controllare la mia pressione sanguigna.	inserDatiGener
Mi sento in forma.	pazienteSereno
Ho appena finito di fare una lunga passeggiata, è stata rilassante.	fuoriCont
Mi piacerebbe esaminare i dati sulla pressione che ho registrato nell’ultimo mese.	richiestaStatsPressMens
Potrei vedere le ultime misurazioni della pressione che ho registrato nell’ultimo mese?	richiestaStatsPressMens
La mia frequenza cardiaca attuale è di 74 bpm.	inserDatiFreq
Desidero conservare le mie recenti letture della pressione arteriosa nel mio registro sanitario.	richiestaInsDati
Potresti mostrarmi le mie misurazioni della pressione dell’ultima settimana?	richiestaStatsPressSett
Potrei vedere tutte le misurazioni che ho fatto?	richiestaStatsGenerTotale
Desidero visualizzare le mie letture dell’ultima settimana.	richiestaStatsGenerSett
Dammi le statistiche dell'ultimo mese in un grafico	richiestaStatsGenerMens
Aiutami, c'è qualcosa che non va	pazienAllarmato
Potrei vedere le ultime misurazioni della pressione che ho registrato?	richiestaStatsPressRece
Mi sento molto bene oggi, la mia pressione sanguigna è stabile.	pazienteSereno
Ricordami l'ultima misurazione	richiestaStatsGenerRece
La mia pressione sanguigna e frequenza cardiaca sono di 125/75 mmHg e 70 bpm, secondo l’ultima misurazione.	inserDatiTot
La mia pressione oggi è 130/90 e la mia frequenza cardiaca è 90 bpm.	inserDatiTot
Sto cercando di ridurre lo stress attraverso tecniche di rilassamento come lo yoga e la meditazione.	inserDatiGener
Ho 4 figli 	inserDatiGener
Oggi è freddo e la temperatura è di 10 gradi	fuoriCont
Potrei vedere le ultime misurazioni del ritmo cardiaco che ho registrato nell’ultima settimana?	richiestaStatsFreqSett
Ho appena misurato la mia pressione sanguigna e i valori sono 120/80 mmHg.	inserDatiPress
Potrei vedere tutte le misurazioni della pressione che ho registrato?	richiestaStatsPressTot
Potrei controllare le ultime misurazioni della pressione che ho registrato nell’ultimo mese?	richiestaStatsPressMens
La frequenza cardiaca è 80	inserDatiFreq
Vorrei vedere le misurazioni che ho registrato nell’ultimo mese.	richiestaStatsGenerMens
Ho avuto dolori muscolari.	fuoriContMed
120 78	inserDatiPress
Vorrei vedere tutte le letture della pressione che ho registrato.	richiestaStatsPressTot
Vorrei vedere le letture della frequenza che ho registrato negli ultimi sette giorni.	richiestaStatsFreqSett
Vorrei dare un’occhiata alle letture che ho inserito negli ultimi 7 giorni.	richiestaStatsGenerSett
Quali sono i valori generali della mia frequenza?	richiestaStatsFreqTot
Quali sono i trattamenti disponibili per l’ipertensione?	spiegazioni
La frequenza cardiaca misurata è Z bpm.	inserDatiFreq
Qual è la mia ultima misurazione della frequenza cardiaca visualizzata?	richiestaStatsFreqRece
Ho notato che la mia pressione sanguigna è di 135/80 mmHg.	inserDatiPress
Quali sono i rischi per la salute associati all’ipertensione?	spiegazioni
Sto cercando di evitare cibi ad alto contenuto di grassi saturi per mantenere bassi i livelli di colesterolo.	inserDatiGener
Sono contento di dirti che la mia pressione sanguigna è rimasta entro i limiti normali per tutto il mese.	pazienteSereno
Riporta le misurazioni della pressione arteriosa dell’ultima settimana graficamente	richiestaStatsPressSett
Desidero consultare le mie letture del battito cardiaco dell’ultima settimana.	richiestaStatsFreqSett
Potresti mostrarmi le mie misurazioni della frequenza cardiaca dell’ultimo mese?	richiestaStatsFreqMens
Dammi l'ultimo dato sulla frequenza cardiaca	richiestaStatsFreqRece
Vorrei dare un’occhiata alle ultime letture della pressione che ho inserito.	richiestaStatsPressRece
Sono felice di informarti che la mia frequenza cardiaca è stabile e mi sento bene.	pazienteSereno
Desidero consultare i dati delle ultime 4 settimane	richiestaStatsGenerMens
Desidero consultare tutte le mie letture registrate.	richiestaStatsGenerTotale
Potresti mostrarmi le mie misurazioni della frequenza cardiaca dell’ultima settimana in un grafico?	richiestaStatsFreqSett
Desidero consultare le mie letture della pressione dell’ultimo mese.	richiestaStatsPressMens
Ho avuto problemi di digestione.	fuoriContMed
Vorrei dare un’occhiata alle ultime letture che ho inserito.	richiestaStatsGenerRece
Ciao, assistente! Spero che tu possa darmi qualche suggerimento su come gestire la mia ipertensione.	saluti
Potrei controllare le ultime misurazioni della pressione che ho registrato nell’ultima settimana?	richiestaStatsPressSett
Quali sono le possibili conseguenze associate all'ipertensione?	spiegazioni
Potresti mostrarmi tutte le mie misurazioni della pressione?	richiestaStatsPressTot
Ciao, come stai?	saluti
Desidero visualizzare i miei dati sulla frequenza cardiaca delle 4 settimane precedenti.	richiestaStatsFreqMens
Mi sento molto male, cosa dovrei fare?	pazienAllarmato
La mia pressione oggi è .../...e la mia frequenza cardiaca è ... bpm.	inserDatiTot
Frequenza cardiaca di 100	inserDatiFreq
Parliamo del tempo, che ne pensi?	fuoriCont
Mi piacerebbe esaminare le letture che ho registrato nell’ultimo mese.	richiestaStatsGenerMens
Quali sono i miei dati più recenti sulla pressione sanguigna?	richiestaStatsPressRece
Ho avuto problemi di vista.	fuoriContMed
Vorrei rivedere tutte le letture che ho inserito.	richiestaStatsGenerTotale
Hola	saluti
Potrei vedere tutte le misurazioni della frequenza cardiaca che ho registrato?	richiestaStatsFreqTot
Ho un forte mal di testa, cosa posso fare?	fuoriContMed
Ho appena controllato e la mia pressione sanguigna e frequenza cardiaca sono di 130/75 mmHg e 69 bpm.	inserDatiTot
Vorrei rivedere i dati più recenti che ho inserito.	richiestaStatsGenerRece
Mi sento molto rilassato e la mia pressione sanguigna è ottima.	pazienteSereno
Ho registrato un valore di frequenza cardiaca di 75 bpm oggi.	inserDatiFreq
Fortunatamente mi sento stabile.	pazienteSereno
Dammi i dati della frequenza cardiaca nell’ultima settimana	richiestaStatsFreqSett
La mia pressione sanguigna e frequenza cardiaca attuali sono di 140/85 mmHg e 74 bpm.	inserDatiTot
Ho avuto problemi di udito.	fuoriContMed
La mia pressione quando torno a casa dalla famiglia si alza sempre	pazienAllarmato
La mia pressione oggi è 120/80 e la mia frequenza cardiaca è 75 bpm.	inserDatiTot
Vorrei vedere tutte le misurazioni che ho inserito.	richiestaStatsGenerTotale
Sono un po’ nervoso, la mia pressione sanguigna è più bassa del solito.	pazienAllarmato
Potresti mostrarmi le mie statistiche dell’ultima settimana?	richiestaStatsGenerSett
Ho smesso di fumare da un anno per migliorare la mia salute cardiovascolare.	inserDatiGener
Mostrami la frequenza nell'ultima settimana	richiestaStatsFreqSett
La mia pressione oggi è 140/90.	inserDatiPress
Quali sono i fattori di rischio per l’ipertensione?	spiegazioni
Potresti mostrarmi le mie letture dell’ultimo mese?	richiestaStatsGenerMens
Ho registrato un valore di pressione sanguigna di 140/90 mmHg oggi.	inserDatiPress
Ho notato che sto dormendo meglio da quando ho iniziato la nuova dieta.	pazienteSereno
Potresti mostrarmi i miei dati più recenti?	richiestaStatsGenerRece
Voglio i dati della frequenza cardiaca dell’ultimo mese	richiestaStatsFreqMens
Mi piacerebbe controllare l’ultima lettura del battito cardiaco che ho registrato.	richiestaStatsFreqRece
Vorrei vedere le misurazioni che ho registrato nell’ultima settimana.	richiestaStatsGenerSett
Potresti mostrarmi tutte le mie misurazioni della frequenza cardiaca in un grafico?	richiestaStatsFreqTot
Voglio vedere i dati relativi alla frequenza	richiestaStatsFreqTot
Potresti mostrarmi un sommario di tutte le mie misurazioni?	richiestaStatsGenerTotale
Dopo un trauma quanto tempo dovrei riposare?	fuoriContMed
Mi piacerebbe controllare le ultime letture della frequenza cardiaca che ho registrato nell’ultimo mese.	richiestaStatsFreqMens
Mostrami le statistiche	richiestaStatsGenerTotale
Desidero consultare le mie letture più recenti della pressione.	richiestaStatsPressRece
Mi piacerebbe sapere cosa fare per tenere la pressione sotto controllo	spiegazioni
Desidero visualizzare i miei dati sulla pressione dell’ultimo mese.	richiestaStatsPressMens
Mi sento stanco tutto il tempo.	fuoriContMed
Potrei controllare le ultime misurazioni che ho registrato?	richiestaStatsGenerRece
Mi piacerebbe controllare i dati che ho registrato nell’ultima settimana.	richiestaStatsGenerSett
La mia ultima lettura della pressione sanguigna e della frequenza cardiaca era di 130/85 mmHg e 68 bpm.	inserDatiTot
Fornisci tutte le mie misurazioni sulla frequenza cardiaca?	richiestaStatsFreqTot
Vorrei rivedere i dati sulla frequenza  che ho inserito nell’ultimo mese.	richiestaStatsFreqMens
Desidero consultare le mie letture più recenti.	richiestaStatsGenerRece
La mia pressione sanguigna oggi è X/Y e la mia frequenza cardiaca è Z bpm.	inserDatiTot
Ultima misurazione	richiestaStatsGenerRece
Forniscimi le misurazioni sulla frequenza cardiaca nell’ultimo mese	richiestaStatsFreqMens
Ho avuto un po’ di nausea e ho notato che la mia pressione sanguigna è bassa, cosa dovrei fare?	pazienAllarmato
Mi sento un po’ ansioso perché la mia pressione sanguigna è salita all’improvviso.	pazienAllarmato
Ho qualche misura di pressione alta ogni tanto, ma immagino sia normale	pazienteSereno
La mia pressione sanguigna oggi è X/Y.	inserDatiPress
Ho misurato la frequenza ed è 80 bpm.	inserDatiFreq
Mi piacerebbe esaminare i dati sulla frequenza cardiaca che ho registrato nell’ultimo mese.	richiestaStatsFreqMens
Ho letto un libro	fuoriCont
Sono riuscito a fare una lunga passeggiata oggi senza affaticarmi.	pazienteSereno
Potrei controllare tutte le misurazioni che ho registrato?	richiestaStatsGenerTotale
Arrivederci, assistente! Grazie per avermi aiutato a gestire la mia ipertensione oggi.	saluti
Vorrei dare un’occhiata alle ultime letture della pressione che ho inserito nell’ultimo mese.	richiestaStatsPressMens
Dammi tutte le mie misurazioni inerenti alla pressione in un grafico	richiestaStatsPressTot
A presto, assistente! Spero che tu possa continuare ad aiutarmi a gestire la mia ipertensione.	saluti
Ho appena fatto una lettura e la mia pressione sanguigna è di 125/80 mmHg.	inserDatiPress
Desidero visualizzare il mio dato più recente sulla frequenza cardiaca.	richiestaStatsFreqRece
Quali sono i dati della pressione sanguigna dell’ultimo mese?	richiestaStatsPressMens
Quali sono i sintomi dell’ipertensione?	spiegazioni
Ho appena fatto una lettura e la mia frequenza è di 72 bpm.	inserDatiFreq
Ho avuto un po’ di affanno dopo una breve passeggiata, dovrei preoccuparmi?	pazienAllarmato
Quando devo fare un collquio il mio cuore è infermabile.	pazienAllarmato
Mio figlio ha la febbre	fuoriContMed
